"Provider Number","State","County","PoNP","Chain","Org","CnC","Operations","info","Neph","Staff","Facility","Profit or Non-Profit","Chain Owned","Chain Organization","Late Shift","# of Dialysis Stations","Offers in-center hemodialysis","Offers peritoneal dialysis","Offers home hemodialysis training","Certification or Recertification Date","Claims Date","CROWNWeb Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","HGB<10 data availability code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb > 12 data availability code","Number of Dialysis Patients with Hgb data","Patient Transfusion data availability Code","Patient Transfusion category text","Number of patients included in the transfusion summary","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V data availability code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V data availability code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Number of adult HD patients with KT/V data","Number of adult HD patient-months with Kt/V data","Number of adult PD patients with KT/V data","Number of adult PD patient-months with Kt/V data","Number of pediatric HD patients with Kt/V data","Number of pediatric HD patient-months with KT/V data","Hypercalcemia Data Availability Code","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL)","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Serum phosphorus Data Availability Code","Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL","Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL","Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL","Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL","Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL","SHR Date","SRR Date","SMR Date","Patient hospitalization category text","Patient Hospitalization data availability Code","Patient Hospital Readmission Category","Patient Hospital Readmission data availability Code","Patient Survival Category Text","Patient Survival data availability code","Number of patients included in hospitalization summary","Number of hospitalizations included in hospital readmission summary","Number of Patients included in survival summary","Mortality Rate (Facility)","Mortality Rate: Upper Confidence Limit (97.5%)","Mortality Rate: Lower Confidence Limit (2.5%)","Readmission Rate (Facility)","Readmission Rate: Upper Confidence Limit (97.5%)","Readmission Rate: Lower Confidence Limit (2.5%)","Hospitalization Rate (Facility)","Hospitalization Rate: Upper Confidence Limit (97.5%)","Hospitalization Rate: Lower Confidence Limit (2.5%)","Number of pediatric PD patients with Kt/V data","Pediatric PD Kt/V Data Availability Code","Number of pediatric PD patient-months with KT/V data","Percentage of pediatric PD patients with Kt/V>=1.8","SIR Date","Patient Infection Data Availability Code","Patient Infection category text","Standard Infection Ratio","SIR: Upper Confidence Limit (97.5%)","SIR: Lower Confidence Limit (2.5%)","Transfusion Rate (Facility)","Transfusion Rate: Upper Confidence Limit (97.5%)","Transfusion Rate: Lower Confidence Limit (2.5%)","Fistula data availability code","Fistula Category Text","Number of Patients included in fistula summary","Fistula Rate (Facility)","Fistula Rate: Upper Confidence Limit (97.5%)","Fistula Rate: Lower Confidence Limit (2.5%)","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Long term catheter Data Availability Code","Percentage of Adult patients with long term catheter in use","Number of patients in nPCR summary","Number of patient-months in nPCR summary","nPCR Data Availability Code","Percentage of pediatric HD patients with nPCR","SWR Date","SWR category text","Patient transplant waitlist data availability code","95% C.I. (upper limit) for SWR","95% C.I. (lower limit) for SWR","Number of patients in this facility for SWR","Standardized First Kidney Transplant Waitlist Ratio","PPPW category text","Patient prevalent transplant waitlist data availability code","95% C.I. (upper limit) for PPPW","95% C.I. (lower limit) for PPPW","Number of patients for PPPW","Percentage of Prevalent Patients Waitlisted"
"372574","OK","COMANCHE","Profit","No","INDEPENDENT",79,80,81,83,82,85,"Profit","No","INDEPENDENT",0,20,1,1,1,"08/30/2006","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",21,1,0,1,52,1,"As Expected",79,95,1,NA,199,NA,259,92,784,8,49,0,NA,1,106,959,7,105,931,1,11,24,29,19,17,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"Worse than Expected",1,"Worse than Expected",1,88,107,379,29.7,37.1,23.4,38.4,50.8,27.2,203.5,327.2,136,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.57,1.54,0.14,20.4,61.2,8.1,1,"As Expected",108,63.3,79.5,45.9,108,937,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.08,0.04,67,0.3,"As Expected",1,24.2,0.6,83,4.3
"372577","OK","OKLAHOMA","Profit","Yes","FRESENIUS MEDICAL CARE",85,84,84,93,89,92,"Profit","Yes","FRESENIUS MEDICAL CARE",0,24,1,1,1,"12/05/2008","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,115,1,"As Expected",172,99,1,98,1,NA,259,156,1334,76,568,0,NA,1,240,2185,0,253,2296,1,7,23,25,27,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,203,186,694,22.2,26.8,18.2,23.6,32.3,16.5,134.2,193.6,98.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.44,2.32,0.84,7.6,27.5,2.6,1,"As Expected",185,74.7,86.2,62.4,185,1669,1,12,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.93,0.57,126,1.1,"As Expected",1,28.3,8.9,195,16.4
"362543","OH","FRANKLIN","Profit","Yes","DAVITA",84,83,89,86,91,91,"Profit","Yes","DAVITA",0,21,1,1,0,"02/17/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",22,1,0,1,36,1,"As Expected",66,98,1,98,1,NA,259,81,712,26,196,0,NA,1,105,961,0,111,983,1,6,23,34,19,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,75,97,339,23.5,30.9,17.5,26.8,38.7,17.4,229.8,351.1,152,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.53,3.02,0.67,2.8,108.8,0.1,1,"As Expected",91,68.8,86.6,49.8,91,782,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,4.37,0.96,36,2.22,"As Expected",1,37.1,8.3,95,18.8
"392528","PA","ERIE","Profit","Yes","DAVITA",84,83,87,89,87,86,"Profit","Yes","DAVITA",0,28,1,1,0,"01/12/1981","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",6,1,0,1,54,1,"As Expected",102,100,1,NA,201,NA,259,136,1192,0,NA,0,NA,1,139,1266,0,150,1344,1,9,23,33,19,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,108,92,448,24.9,31.4,19.5,26.7,39.2,16.7,171.4,274.9,114.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.35,0.94,0.09,3,39.6,0.3,1,"As Expected",148,74.1,86.2,61.2,148,1329,1,14,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.47,0.34,58,1.06,"As Expected",1,30.9,5.6,112,14
"392530","PA","PHILADELPHIA","Non-Profit","Yes","FRESENIUS MEDICAL CARE",83,76,77,83,80,85,"Non-Profit","Yes","FRESENIUS MEDICAL CARE",0,32,1,0,0,"05/11/1981","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",17,1,0,1,42,1,"As Expected",68,96,1,NA,257,NA,259,112,1043,0,NA,0,NA,1,118,1124,1,126,1180,1,9,26,31,25,9,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,77,113,318,26.1,34.6,19.2,37.4,50.3,25.8,244.9,365.7,165.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.69,2.93,0.89,9.6,59.8,2.1,1,"As Expected",126,70.8,85.5,55.1,126,1174,1,7,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.59,0.18,41,0.88,"As Expected",1,44.3,13.7,109,26.2
"392531","PA","PHILADELPHIA","Profit","Yes","DAVITA",74,72,78,82,78,75,"Profit","Yes","DAVITA",0,28,1,1,0,"09/01/1981","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",36,1,0,1,53,1,"As Expected",63,97,1,NA,201,NA,259,103,954,0,NA,0,NA,1,109,1024,1,109,1024,1,12,21,31,18,17,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,76,121,338,21.8,29.1,16,38.1,51.4,26.2,253,390.9,174.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.22,1.07,0.01,14.4,64,4.2,1,"As Expected",111,62.4,79.8,43.7,111,1025,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.95,0.42,31,1.54,"As Expected",1,46.8,12.2,86,25.9
"392792","PA","PHILADELPHIA","Profit","Yes","DAVITA",82,87,85,85,90,91,"Profit","Yes","DAVITA",1,17,1,0,0,"02/20/2013","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",14,1,0,1,42,1,"As Expected",52,98,1,NA,257,NA,259,86,747,0,NA,0,NA,1,92,877,2,93,887,1,6,25,39,19,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,69,74,264,16.5,23,11.5,24.2,36.4,13.6,191.2,311.4,118.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.9,2.17,0.29,7.2,94.7,0.8,1,"As Expected",94,68,86,48.8,94,905,1,7,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,24,NA,"As Expected",1,54.5,15.5,71,31.9
"392797","PA","DAUPHIN","Profit","Yes","DAVITA",74,81,77,77,80,82,"Profit","Yes","DAVITA",0,16,1,1,1,"10/25/2012","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",38,1,0,1,32,1,"As Expected",81,97,1,88,1,NA,259,103,796,20,166,0,NA,1,131,1164,1,135,1225,1,7,23,31,21,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,90,106,328,25.3,33.7,18.6,32.5,46.5,19.9,259.6,383.4,177.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.23,0.75,0.04,7.6,62.5,1.3,1,"As Expected",120,49.9,67.3,31.3,120,1044,1,17,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.54,0.05,47,0.43,"As Expected",1,30.5,5.7,112,14
"362636","OH","LORAIN","Profit","Yes","FRESENIUS MEDICAL CARE",96,91,93,96,95,96,"Profit","Yes","FRESENIUS MEDICAL CARE",0,20,1,0,0,"09/26/2001","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,32,1,"As Expected",63,98,1,NA,257,NA,259,92,769,0,NA,0,NA,1,96,868,1,104,905,1,6,23,28,29,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"Worse than Expected",1,"As Expected",1,78,109,319,20.2,26.1,15.3,40.5,52.1,30.5,254.2,383.4,170.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.54,1.3,0.17,16.5,84.5,4.2,1,"As Expected",103,65.6,82.6,47.4,103,894,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.75,0.29,48,1.07,"As Expected",1,31.6,2.2,77,9.3
"362549","OH","MARION","Profit","Yes","FRESENIUS MEDICAL CARE",84,75,80,85,82,82,"Profit","Yes","FRESENIUS MEDICAL CARE",0,24,1,1,1,"09/28/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",12,1,0,1,66,1,"As Expected",99,99,1,95,1,NA,259,125,1082,11,87,0,NA,1,149,1345,1,160,1433,1,9,30,28,20,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,122,189,485,19.4,24,15.5,31.8,41,23.6,190.8,278.7,138.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.44,1.06,0.14,4.3,35.8,0.7,1,"As Expected",147,65.5,78.6,51.5,147,1323,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.03,0,66,0.18,"Worse than Expected",1,17,1.1,120,4.6
"392658","PA","PHILADELPHIA","Profit","Yes","FRESENIUS MEDICAL CARE",89,80,77,88,83,86,"Profit","Yes","FRESENIUS MEDICAL CARE",1,39,1,1,1,"12/16/1999","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",14,1,0,1,85,1,"As Expected",130,99,1,98,1,NA,259,175,1550,13,114,0,NA,1,200,1967,1,210,1995,1,10,31,37,15,6,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,152,143,643,17.5,22.1,13.7,28.4,41,18.2,174,259,124.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.32,0.87,0.08,6.3,32.2,1.6,1,"As Expected",197,58.7,70.9,45.7,197,1911,1,7,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.29,0.92,64,1.84,"Better than Expected",1,53.1,25.6,149,38.5
"392798","PA","ALLEGHENY","Profit","Yes","DAVITA",70,75,70,78,81,85,"Profit","Yes","DAVITA",1,25,1,0,0,"10/26/2012","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",13,1,0,1,30,1,"As Expected",65,97,1,NA,257,NA,259,105,809,0,NA,0,NA,1,110,960,0,115,974,1,10,26,35,19,10,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,79,122,287,18.7,25.6,13.3,25.7,35.2,17.1,266.9,387.1,185.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.44,NA,22.8,77,8.2,1,"As Expected",114,70.7,86,54.4,114,1001,1,18,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,31,NA,"As Expected",1,41.1,9.2,86,21
"382532","OR","LINN","Profit","Yes","FRESENIUS MEDICAL CARE",60,77,79,67,81,83,"Profit","Yes","FRESENIUS MEDICAL CARE",0,21,1,0,0,"05/25/1999","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,27,1,"As Expected",45,93,1,NA,201,NA,259,62,590,0,NA,0,NA,1,67,659,0,71,674,1,7,22,32,27,12,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,50,59,217,23.4,32.8,16.1,28.3,42.1,16.5,242.1,380.1,160.6,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.36,1.19,0.06,10.6,87.1,1.8,1,"As Expected",70,65.6,86.8,43,70,665,1,22,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,18,NA,"As Expected",1,38,1.3,58,8.3
"382534","OR","CLACKAMAS","Profit","Yes","DAVITA",90,86,90,91,92,93,"Profit","Yes","DAVITA",1,21,1,0,0,"07/09/1999","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",13,1,0,1,16,1,"As Expected",60,100,1,NA,257,NA,259,118,942,0,NA,0,NA,1,126,1147,0,133,1182,1,7,26,39,15,12,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,69,64,300,27,35.9,19.8,16.3,31.3,6.6,240.2,381.5,157.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1,2.08,0.41,29.9,118.9,9.4,1,"As Expected",132,69.4,84.3,53.4,132,1174,1,7,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,4.32,0.3,34,1.48,"As Expected",1,30.7,6.1,113,14.5
"362747","OH","HAMILTON","Profit","Yes","FRESENIUS MEDICAL CARE",78,79,81,77,81,85,"Profit","Yes","FRESENIUS MEDICAL CARE",0,24,1,1,1,"11/19/2009","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",14,1,0,1,43,1,"As Expected",98,98,1,82,1,NA,259,114,1038,29,218,0,NA,1,150,1416,2,156,1455,1,7,24,33,21,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Worse than Expected",1,"As Expected",1,"As Expected",1,115,186,473,23.7,30.2,18.3,33.4,43.6,24.3,282.8,405.9,208.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.88,1.62,0.43,11.9,52.7,3.4,1,"Worse than Expected",129,42.5,58.3,25.8,129,1250,1,24,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.53,0.11,57,0.52,"Worse than Expected",1,12.4,1.4,125,4.3
"392848","PA","PHILADELPHIA","Profit","Yes","AMERICAN RENAL ASSOCIATES",77,84,72,82,88,90,"Profit","Yes","AMERICAN RENAL ASSOCIATES",0,33,1,0,0,"08/24/2016","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",43,1,0,1,49,1,"As Expected",57,95,1,NA,257,NA,259,133,1172,0,NA,0,NA,1,136,1230,1,139,1260,1,10,23,29,23,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Worse than Expected",1,"As Expected",1,"As Expected",1,80,130,291,22.4,32,15.1,32.3,42.6,22.8,289.5,415.2,203.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.15,2.27,0.5,16.3,83.2,4.2,1,"As Expected",139,66.1,80.5,50.6,139,1260,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.17,0,28,0,"As Expected",1,27.3,5.6,131,13
"422611","SC","GREENVILLE","Profit","Yes","DAVITA",79,80,87,87,89,87,"Profit","Yes","DAVITA",0,21,1,0,0,"10/24/2006","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,45,1,"As Expected",61,100,1,NA,257,NA,259,89,687,0,NA,0,NA,1,93,752,0,101,808,1,7,36,45,7,5,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,72,67,288,23.4,30.9,17.3,23.6,37.9,12.7,152.8,265.2,89.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.63,1.72,0.16,5.6,74.6,0.7,1,"As Expected",101,55.2,75.5,33.6,101,806,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,4.72,0.5,27,1.85,"As Expected",1,41.8,4.8,73,16
"422612","SC","BERKELEY","Non-Profit","Yes","DIALYSIS CLINIC, INC.",80,77,81,84,84,85,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,17,1,0,0,"12/01/2006","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",13,1,0,1,38,1,"As Expected",50,97,1,NA,257,NA,259,65,540,0,NA,0,NA,1,67,569,0,69,583,1,10,31,23,22,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,56,57,197,19.1,29.3,11.8,19,33.1,8.7,181.3,304.6,113,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.35,1.7,0.02,7.6,100.6,0.9,1,"As Expected",69,55.1,78,30.6,69,591,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.72,0.09,26,0.75,"As Expected",1,41.3,3,64,12.8
"422613","SC","YORK","Profit","Yes","FRESENIUS MEDICAL CARE",80,76,76,85,84,86,"Profit","Yes","FRESENIUS MEDICAL CARE",0,21,1,0,0,"10/09/2007","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,46,1,"As Expected",62,98,1,NA,257,NA,259,82,767,0,NA,0,NA,1,85,825,0,90,864,1,7,22,31,22,17,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,73,78,274,17,24.8,11.2,22.5,35.8,12.7,175.7,286.2,109.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.68,1.86,0.17,8.6,53.5,1.9,1,"As Expected",91,66.5,84.5,47.3,91,873,1,4,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.46,0,31,0,"As Expected",1,31.1,2.1,72,8.9
"422614","SC","CHESTERFIELD","Profit","Yes","FRESENIUS MEDICAL CARE",72,72,74,81,85,87,"Profit","Yes","FRESENIUS MEDICAL CARE",0,21,1,0,0,"01/18/2008","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",25,1,0,1,44,1,"As Expected",81,95,1,NA,257,NA,259,91,851,0,NA,0,NA,1,99,910,0,108,961,1,8,29,35,19,9,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,94,99,372,25.9,33.4,19.8,38.4,53.7,25.4,156.2,261.8,100.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.38,1.24,0.06,10.6,47.1,3.1,1,"As Expected",109,65.4,81,48.7,109,975,1,9,1,3,199,NA,"01/01/2016-12/31/2018","As Expected",1,1.6,0.01,50,0.29,"As Expected",1,31.6,3,81,10.7
"442505","TN","HAMILTON","Non-Profit","Yes","DIALYSIS CLINIC, INC.",72,70,71,76,79,79,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,24,1,1,1,"09/01/1976","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,37,1,"As Expected",64,91,1,80,1,NA,259,65,624,21,182,0,NA,1,87,884,3,89,876,1,5,19,29,23,24,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,69,97,310,24.6,33.8,17.4,20.8,34.4,11.1,206,319.9,134.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.27,1.32,0.01,19,69.2,6.5,1,"As Expected",71,62.6,84.6,39.1,71,714,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.21,0.01,32,0.4,"As Expected",1,25.8,2.2,82,8.2
"422528","SC","COLLETON","Profit","Yes","DAVITA",91,78,87,91,83,80,"Profit","Yes","DAVITA",0,25,1,1,0,"02/27/1987","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,56,1,"As Expected",91,97,1,92,1,NA,259,109,943,25,222,0,NA,1,136,1263,1,138,1287,1,9,24,32,21,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Worse than Expected",1,102,122,492,36.8,44.8,29.9,27.9,38.9,18.1,208.2,321.3,144.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.8,3.13,0.95,3.6,47.6,0.4,1,"As Expected",119,54.9,71.8,36.8,119,1067,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.12,0.01,63,0.2,"As Expected",1,30.6,5.1,108,13.3
"422530","SC","DARLINGTON","Profit","Yes","FRESENIUS MEDICAL CARE",77,77,85,76,83,86,"Profit","Yes","FRESENIUS MEDICAL CARE",0,20,1,0,0,"05/17/1987","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",36,1,0,1,42,1,"As Expected",69,96,1,NA,257,NA,259,79,705,0,NA,0,NA,1,82,752,0,94,774,1,11,25,27,25,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"Worse than Expected",1,"As Expected",1,75,117,332,27.4,35.3,20.9,39.3,51.3,28.3,266.9,393.6,182.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.6,NA,7.1,58.5,1.2,1,"As Expected",95,50,69.6,29.2,95,787,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.95,0.07,54,0.54,"As Expected",1,33.7,1,76,6.7
"552593","CA","LOS ANGELES","Profit","No","INDEPENDENT",80,85,82,88,91,94,"Profit","No","INDEPENDENT",0,20,1,1,0,"03/10/2008","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,85,1,"As Expected",111,99,1,83,1,NA,259,145,1369,54,477,0,NA,1,204,2005,2,211,2037,1,8,24,29,24,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Better than Expected",1,"As Expected",1,"As Expected",1,125,94,502,21.8,28,16.7,23.3,34.4,13.9,106.6,176.8,69.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.23,NA,6.1,31.2,1.6,1,"As Expected",164,61.3,75.1,46.5,164,1560,1,19,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.13,0.47,99,1.08,"As Expected",1,32.8,10.9,172,19.6
"552594","CA","TULARE","Profit","Yes","DAVITA",80,75,87,84,84,84,"Profit","Yes","DAVITA",0,12,1,0,0,"03/05/2008","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",9,1,0,1,47,1,"As Expected",65,99,1,NA,257,NA,259,84,704,0,NA,0,NA,1,88,767,4,95,785,1,6,30,40,15,8,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,72,62,282,22.2,30.8,15.4,25.8,41.4,14.1,158.3,277.1,91.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.34,1.11,0.06,7.8,64,1.3,1,"As Expected",99,64.9,82.2,46.5,99,811,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.53,0.27,34,0.99,"As Expected",1,57.9,15.5,75,33.5
"552595","CA","ORANGE","Profit","Yes","FRESENIUS MEDICAL CARE",80,85,82,83,91,93,"Profit","Yes","FRESENIUS MEDICAL CARE",0,18,1,1,1,"03/21/2008","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",14,1,0,1,14,1,"As Expected",36,97,1,NA,199,NA,259,81,598,7,38,0,NA,1,101,848,1,106,899,1,4,24,32,27,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,45,49,215,30.8,42.3,21.8,22,37.9,10.7,256.3,410.6,165.6,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.38,1.25,0.06,37.5,206.8,8.1,1,"As Expected",101,76,90.3,60.7,101,846,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.7,0.26,27,1.26,"As Expected",1,44.2,7.5,78,20.3
