"Provider Number","State","County","PoNP","Chain","Org","CnC","Operations","info","Neph","Staff","Facility","Profit or Non-Profit","Chain Owned","Chain Organization","Late Shift","# of Dialysis Stations","Offers in-center hemodialysis","Offers peritoneal dialysis","Offers home hemodialysis training","Certification or Recertification Date","Claims Date","CROWNWeb Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","HGB<10 data availability code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb > 12 data availability code","Number of Dialysis Patients with Hgb data","Patient Transfusion data availability Code","Patient Transfusion category text","Number of patients included in the transfusion summary","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V data availability code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V data availability code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Number of adult HD patients with KT/V data","Number of adult HD patient-months with Kt/V data","Number of adult PD patients with KT/V data","Number of adult PD patient-months with Kt/V data","Number of pediatric HD patients with Kt/V data","Number of pediatric HD patient-months with KT/V data","Hypercalcemia Data Availability Code","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL)","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Serum phosphorus Data Availability Code","Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL","Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL","Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL","Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL","Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL","SHR Date","SRR Date","SMR Date","Patient hospitalization category text","Patient Hospitalization data availability Code","Patient Hospital Readmission Category","Patient Hospital Readmission data availability Code","Patient Survival Category Text","Patient Survival data availability code","Number of patients included in hospitalization summary","Number of hospitalizations included in hospital readmission summary","Number of Patients included in survival summary","Mortality Rate (Facility)","Mortality Rate: Upper Confidence Limit (97.5%)","Mortality Rate: Lower Confidence Limit (2.5%)","Readmission Rate (Facility)","Readmission Rate: Upper Confidence Limit (97.5%)","Readmission Rate: Lower Confidence Limit (2.5%)","Hospitalization Rate (Facility)","Hospitalization Rate: Upper Confidence Limit (97.5%)","Hospitalization Rate: Lower Confidence Limit (2.5%)","Number of pediatric PD patients with Kt/V data","Pediatric PD Kt/V Data Availability Code","Number of pediatric PD patient-months with KT/V data","Percentage of pediatric PD patients with Kt/V>=1.8","SIR Date","Patient Infection Data Availability Code","Patient Infection category text","Standard Infection Ratio","SIR: Upper Confidence Limit (97.5%)","SIR: Lower Confidence Limit (2.5%)","Transfusion Rate (Facility)","Transfusion Rate: Upper Confidence Limit (97.5%)","Transfusion Rate: Lower Confidence Limit (2.5%)","Fistula data availability code","Fistula Category Text","Number of Patients included in fistula summary","Fistula Rate (Facility)","Fistula Rate: Upper Confidence Limit (97.5%)","Fistula Rate: Lower Confidence Limit (2.5%)","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Long term catheter Data Availability Code","Percentage of Adult patients with long term catheter in use","Number of patients in nPCR summary","Number of patient-months in nPCR summary","nPCR Data Availability Code","Percentage of pediatric HD patients with nPCR","SWR Date","SWR category text","Patient transplant waitlist data availability code","95% C.I. (upper limit) for SWR","95% C.I. (lower limit) for SWR","Number of patients in this facility for SWR","Standardized First Kidney Transplant Waitlist Ratio","PPPW category text","Patient prevalent transplant waitlist data availability code","95% C.I. (upper limit) for PPPW","95% C.I. (lower limit) for PPPW","Number of patients for PPPW","Percentage of Prevalent Patients Waitlisted","FIPStxt","Stabr","Area_name","Rural-urban_Continuum_Code_2003","Urban_Influence_Code_2003","Rural-urban_Continuum_Code_2013","Urban_Influence_Code_2013","POVALL_2018","CI90LBAll_2018","CI90UBALL_2018","PCTPOVALL_2018","CI90LBALLP_2018","CI90UBALLP_2018","POV017_2018","CI90LB017_2018","CI90UB017_2018","PCTPOV017_2018","CI90LB017P_2018","CI90UB017P_2018","POV517_2018","CI90LB517_2018","CI90UB517_2018","PCTPOV517_2018","CI90LB517P_2018","CI90UB517P_2018","MEDHHINC_2018","CI90LBINC_2018","CI90UBINC_2018","POV04_2018","CI90LB04_2018","CI90UB04_2018","PCTPOV04_2018","CI90LB04P_2018","CI90UB04P_2018","FIPS"
"012519","AL","JACKSON","Profit","Yes","FRESENIUS MEDICAL CARE",76,71,71,82,80,81,"Profit","Yes","FRESENIUS MEDICAL CARE",0,21,1,0,0,"11/05/1984","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",24,1,0,1,42,1,"As Expected",58,98,1,NA,257,NA,199,82,705,0,NA,1,4,1,87,780,0,90,822,1,5,14,21,30,30,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,68,65,269,23,31.2,16.5,15.4,29.6,6.2,129.2,226.2,74.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.01,2.11,0.41,18.5,73.4,5.8,1,"As Expected",89,61.1,78.8,42.1,89,809,1,11,1,5,199,NA,"01/01/2016-12/31/2018","As Expected",1,3.47,0.25,47,1.19,"As Expected",1,32.1,2.5,73,10,1071,"AL","Jackson County",6,5,6,5,10046,8671,11421,19.7,17,22.4,2834,2305,3363,26.8,21.8,31.8,1801,1358,2244,22.9,17.3,28.5,41929,37906,45952,NA,NA,NA,NA,NA,NA,"01071"
"012521","AL","HOUSTON","Non-Profit","Yes","DIALYSIS CLINIC, INC.",88,88,91,87,89,92,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,33,1,1,0,"03/11/1985","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",8,1,0,1,80,1,"As Expected",113,98,1,84,1,NA,259,115,1049,40,318,0,NA,1,153,1406,0,167,1502,1,6,25,38,19,12,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,133,163,517,21.4,26.9,16.9,29.5,39.3,20.9,182.4,270.2,130.6,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.32,1.06,0.05,26.1,61.6,12.7,1,"As Expected",126,52.9,69.5,35.2,126,1146,1,4,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.22,0.37,60,1.02,"As Expected",1,30.4,7.2,134,15.5,1069,"AL","Houston County",3,2,3,2,17032,14978,19086,16.5,14.5,18.5,5158,4126,6190,21.9,17.5,26.3,3759,2933,4585,21.7,16.9,26.5,47993,45283,50703,NA,NA,NA,NA,NA,NA,"01069"
"012523","AL","RUSSELL","Profit","Yes","DAVITA",79,79,82,84,83,86,"Profit","Yes","DAVITA",0,20,1,1,0,"09/23/1985","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",30,1,0,1,44,1,"As Expected",60,98,1,98,1,NA,259,81,680,12,95,0,NA,1,91,830,0,95,860,1,6,16,26,24,29,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Worse than Expected",1,73,71,336,30.7,39.8,23.2,20.1,34.1,10.2,183.7,301.1,113.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.7,1.91,0.18,13.4,68.3,3.4,1,"As Expected",87,67,85.3,47.5,87,760,1,7,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.2,0.01,28,0.39,"As Expected",1,39.2,6.5,83,17.5,1113,"AL","Russell County",2,2,2,2,12384,10327,14441,21.7,18.1,25.3,4340,3331,5349,31.6,24.2,39,3189,2406,3972,32.6,24.6,40.6,39104,35751,42457,NA,NA,NA,NA,NA,NA,"01113"
"012524","AL","MOBILE","Profit","Yes","FRESENIUS MEDICAL CARE",77,75,81,80,82,83,"Profit","Yes","FRESENIUS MEDICAL CARE",1,29,1,1,1,"12/01/1985","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",32,1,0,1,63,1,"As Expected",127,98,1,96,1,NA,259,95,858,86,604,0,NA,1,199,1708,2,212,1773,1,9,24,27,24,17,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,143,151,558,28.8,36.5,22.3,31.4,45,20.3,238.5,352.5,171.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.2,1,0.01,14.9,50.2,5.4,1,"As Expected",133,54.4,70.7,37,133,1131,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.17,0.67,95,1.27,"As Expected",1,35.2,13.4,211,22.5,1097,"AL","Mobile County",2,2,2,2,84539,76590,92488,20.8,18.8,22.8,29853,26306,33400,31.4,27.7,35.1,20805,18154,23456,30.4,26.5,34.3,43598,41273,45923,NA,NA,NA,NA,NA,NA,"01097"
"012532","AL","BARBOUR","Non-Profit","Yes","DIALYSIS CLINIC, INC.",88,85,91,91,92,93,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,14,1,0,0,"11/25/1987","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",0,1,0,1,32,1,"As Expected",39,98,1,NA,257,NA,259,56,519,0,NA,0,NA,1,56,541,0,60,564,1,7,31,38,15,8,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,48,31,185,27.9,39.6,18.9,10.7,30.8,1.8,99.1,209,50.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.43,2.11,0.02,8.1,107.2,0.9,1,"As Expected",60,59,83.9,32.4,60,564,1,2,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,22,NA,"As Expected",1,47.1,0.7,35,7.6,1005,"AL","Barbour County",6,6,6,6,6788,5662,7914,30.9,25.8,36,2242,1788,2696,43.9,35,52.8,1411,1056,1766,36.7,27.5,45.9,34382,31157,37607,NA,NA,NA,NA,NA,NA,"01005"
"012579","AL","MOBILE","Profit","Yes","FRESENIUS MEDICAL CARE",78,80,86,80,87,88,"Profit","Yes","FRESENIUS MEDICAL CARE",0,20,1,0,0,"07/08/1998","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",36,1,0,1,36,1,"As Expected",59,97,1,NA,257,NA,259,83,764,0,NA,0,NA,1,91,854,0,93,878,1,12,25,25,25,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"Worse than Expected",1,"As Expected",1,67,84,282,18.9,26.7,12.9,47.6,62.5,33.9,252.4,382.8,168.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.26,1.3,0.01,8.3,68.3,1.4,1,"As Expected",93,59.6,79.3,38.5,93,886,1,3,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.44,0.01,37,0.44,"As Expected",1,29.2,2,83,8.4,1097,"AL","Mobile County",2,2,2,2,84539,76590,92488,20.8,18.8,22.8,29853,26306,33400,31.4,27.7,35.1,20805,18154,23456,30.4,26.5,34.3,43598,41273,45923,NA,NA,NA,NA,NA,NA,"01097"
"012585","AL","JEFFERSON","Profit","Yes","DAVITA",71,82,77,75,85,90,"Profit","Yes","DAVITA",0,24,1,0,0,"08/01/1998","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",20,1,0,1,49,1,"As Expected",72,100,1,NA,257,NA,259,95,830,0,NA,0,NA,1,100,922,1,107,965,1,6,18,30,21,24,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,81,59,323,24.3,33.5,17.1,21.7,39,9.8,173.6,292.1,104.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.05,2.07,0.46,7.6,62.2,1.3,1,"Worse than Expected",107,35.6,53.1,16.9,107,968,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.18,0.01,44,0.21,"As Expected",1,28.6,3.6,90,10.9,1073,"AL","Jefferson County",1,1,1,1,103604,95029,112179,16.1,14.8,17.4,33329,29089,37569,22.6,19.7,25.5,22431,19003,25859,21.1,17.9,24.3,55013,53290,56736,NA,NA,NA,NA,NA,NA,"01073"
"012596","AL","MONTGOMERY","Profit","Yes","FRESENIUS MEDICAL CARE",77,75,77,83,81,85,"Profit","Yes","FRESENIUS MEDICAL CARE",0,33,1,0,0,"08/11/1999","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",33,1,0,1,63,1,"As Expected",99,95,1,NA,257,NA,259,129,1252,0,NA,0,NA,1,133,1313,0,142,1357,1,10,25,29,19,17,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"Better than Expected",1,"As Expected",1,110,142,443,21.1,27.8,15.6,17,25.9,10.5,248.2,362.1,180.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.1,0.5,0.01,9.9,44.1,2.9,1,"As Expected",141,48,63.7,31.2,141,1347,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.38,0.05,50,0.38,"As Expected",1,20.2,3.2,125,8.4,1101,"AL","Montgomery County",2,2,2,2,43567,38512,48622,20.1,17.8,22.4,16182,13654,18710,31.3,26.4,36.2,11756,9685,13827,31.9,26.3,37.5,49640,47820,51460,NA,NA,NA,NA,NA,NA,"01101"
"012537","AL","MOBILE","Profit","Yes","FRESENIUS MEDICAL CARE",88,79,79,89,86,82,"Profit","Yes","FRESENIUS MEDICAL CARE",0,25,1,0,0,"04/23/1990","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",29,1,0,1,24,1,"As Expected",66,98,1,NA,257,NA,199,100,888,0,NA,1,1,1,108,986,0,110,1031,1,6,25,32,25,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,75,79,327,26.3,34.9,19.3,26.7,40.6,15,224.4,359.4,141.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.72,1.73,0.23,8.9,73.5,1.5,1,"As Expected",112,53.6,70.9,35.2,112,1043,1,4,1,1,199,NA,"01/01/2016-12/31/2018","As Expected",1,1.6,0.05,60,0.44,"As Expected",1,32.1,3.5,92,11.6,1097,"AL","Mobile County",2,2,2,2,84539,76590,92488,20.8,18.8,22.8,29853,26306,33400,31.4,27.7,35.1,20805,18154,23456,30.4,26.5,34.3,43598,41273,45923,NA,NA,NA,NA,NA,NA,"01097"
"012543","AL","MARENGO","Profit","Yes","DAVITA",90,82,84,90,88,90,"Profit","Yes","DAVITA",0,15,1,1,0,"05/20/1992","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",2,1,0,1,44,1,"As Expected",52,100,1,NA,199,NA,259,63,566,4,34,0,NA,1,67,630,0,73,656,1,5,13,35,26,21,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Worse than Expected",1,57,53,262,32.7,43.7,23.8,21.7,38.4,9.7,161.7,289.9,91.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.71,NA,5.7,75.9,0.7,1,"Worse than Expected",68,35.7,58.1,11.8,68,614,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.29,0.01,27,0.41,"As Expected",1,43.2,8.1,63,20.5,1091,"AL","Marengo County",7,11,7,11,4499,3580,5418,24,19.1,28.9,1479,1106,1852,34.5,25.8,43.2,1025,729,1321,33.1,23.5,42.7,37733,33566,41900,NA,NA,NA,NA,NA,NA,"01091"
"012589","AL","JEFFERSON","Profit","Yes","DAVITA",85,80,83,87,85,87,"Profit","Yes","DAVITA",0,24,1,0,0,"08/01/1998","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",20,1,0,1,40,1,"As Expected",61,99,1,NA,257,NA,259,87,812,0,NA,0,NA,1,96,940,1,96,977,1,11,23,32,17,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,65,58,290,22.6,32.3,15.3,24.4,39.3,13.1,157,269.1,92.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.51,1.38,0.13,31.1,93.5,12.4,1,"Worse than Expected",97,39.3,57.6,19.6,97,982,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","Worse than Expected",1,0.9,0,32,0,"As Expected",1,32.6,4.8,86,13.5,1073,"AL","Jefferson County",1,1,1,1,103604,95029,112179,16.1,14.8,17.4,33329,29089,37569,22.6,19.7,25.5,22431,19003,25859,21.1,17.9,24.3,55013,53290,56736,NA,NA,NA,NA,NA,NA,"01073"
"012592","AL","JEFFERSON","Profit","Yes","DAVITA",80,74,74,84,83,80,"Profit","Yes","DAVITA",1,32,1,0,0,"08/01/1998","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,44,1,"As Expected",58,99,1,NA,257,NA,259,85,740,0,NA,0,NA,1,85,791,1,87,815,1,8,17,28,20,26,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,62,59,259,26.8,38.3,18.1,30.3,45.1,16.6,173.2,298.2,102,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.88,1.95,0.32,28.2,89.4,10.7,1,"As Expected",87,43.2,63.1,21.9,87,813,1,12,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.14,0.23,36,0.84,"As Expected",1,43.5,9.7,79,22.3,1073,"AL","Jefferson County",1,1,1,1,103604,95029,112179,16.1,14.8,17.4,33329,29089,37569,22.6,19.7,25.5,22431,19003,25859,21.1,17.9,24.3,55013,53290,56736,NA,NA,NA,NA,NA,NA,"01073"
"012513","AL","CHAMBERS","Profit","Yes","FRESENIUS MEDICAL CARE",84,74,82,85,78,82,"Profit","Yes","FRESENIUS MEDICAL CARE",0,19,1,0,0,"02/12/1981","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",14,1,3,1,36,1,"As Expected",61,94,1,NA,257,NA,259,77,756,0,NA,0,NA,1,78,779,0,83,791,1,8,28,25,25,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,66,52,249,18.1,26.2,12,24.9,42.1,12.5,144.1,250.1,84.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.37,1.84,0.02,41,96.9,20,1,"Better than Expected",83,94.2,100,85.1,83,804,1,1,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.14,0.01,26,0.38,"As Expected",1,33.6,3.7,69,12.2,1017,"AL","Chambers County",6,5,6,5,6181,4799,7563,18.7,14.5,22.9,2103,1524,2682,30.7,22.2,39.2,1506,1049,1963,30.3,21.1,39.5,39917,36435,43399,NA,NA,NA,NA,NA,NA,"01017"
"012515","AL","LEE","Profit","Yes","FRESENIUS MEDICAL CARE",86,75,80,91,85,86,"Profit","Yes","FRESENIUS MEDICAL CARE",1,31,1,1,1,"09/07/1982","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,62,1,"As Expected",110,96,1,96,1,NA,259,112,1013,30,239,0,NA,1,148,1375,0,155,1424,1,9,23,26,26,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,116,79,466,19.7,26,14.6,16.7,29.4,7.6,113.4,200.1,70,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.25,2.6,0.51,13.2,44.4,4.8,1,"Better than Expected",128,81.2,93.6,67.9,128,1188,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.82,0.68,59,1.48,"As Expected",1,25.5,5.5,144,12.4,1081,"AL","Lee County",3,2,3,2,30075,26732,33418,19,16.9,21.1,6608,5327,7889,19.3,15.6,23,4770,3799,5741,19.2,15.3,23.1,48937,44909,52965,NA,NA,NA,NA,NA,NA,"01081"
"012558","AL","MORGAN","Non-Profit","Yes","DIALYSIS CLINIC, INC.",89,82,79,88,87,86,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,24,1,0,0,"05/24/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",5,1,0,1,41,1,"As Expected",47,97,1,NA,257,NA,259,65,632,0,NA,0,NA,1,70,694,3,71,695,1,7,20,32,14,27,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,60,68,471,26.8,33.1,21.5,32.6,47.3,19.9,166,275.6,101.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.12,2.48,0.41,19.4,77.2,6.1,1,"As Expected",70,70.7,89.5,50.6,70,685,1,14,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.06,0.52,63,1.41,"As Expected",1,46.9,7,47,20.4,1103,"AL","Morgan County",3,2,3,2,15419,12500,18338,13.2,10.7,15.7,5355,4051,6659,20.1,15.2,25,3654,2710,4598,18.5,13.7,23.3,52797,49692,55902,NA,NA,NA,NA,NA,NA,"01103"
"012561","AL","MARSHALL","Profit","Yes","FRESENIUS MEDICAL CARE",81,84,84,90,93,94,"Profit","Yes","FRESENIUS MEDICAL CARE",1,24,1,0,0,"12/07/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",5,1,0,1,21,1,"As Expected",39,100,1,NA,257,NA,259,57,465,0,NA,0,NA,1,59,501,0,70,547,1,7,24,26,24,20,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,42,35,225,23.6,31.8,17.1,10.3,30.1,1.8,136.4,272.3,72.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.99,NA,16.9,105.1,3.7,1,"As Expected",70,63.8,85.8,40.2,70,548,1,2,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,34,NA,"As Expected",1,35.4,2.9,58,11.3,1095,"AL","Marshall County",4,5,4,5,17341,14934,19748,18.3,15.8,20.8,6532,5366,7698,27.9,22.9,32.9,4510,3620,5400,26.9,21.6,32.2,46233,42465,50001,NA,NA,NA,NA,NA,NA,"01095"
"012563","AL","CULLMAN","Non-Profit","Yes","DIALYSIS CLINIC, INC.",93,90,94,93,95,96,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,16,1,0,0,"01/04/1996","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,35,1,"As Expected",65,99,1,NA,257,NA,259,68,507,0,NA,0,NA,1,72,547,1,85,603,1,3,23,39,16,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,76,83,317,24.9,31.9,19.1,36.7,52,23.4,225.6,352.4,150.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.09,2.63,0.35,19.2,85.3,5.5,1,"As Expected",83,65.4,84.6,44.9,83,601,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,56,NA,"As Expected",1,41.1,2,62,10.8,1043,"AL","Cullman County",6,3,4,3,11925,9926,13924,14.5,12.1,16.9,3604,2745,4463,19.7,15,24.4,2624,1953,3295,19.8,14.7,24.9,45796,42695,48897,NA,NA,NA,NA,NA,NA,"01043"
"012576","AL","MONTGOMERY","Non-Profit","Yes","DIALYSIS CLINIC, INC.",76,77,77,81,81,84,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,24,1,1,0,"06/05/1998","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",18,1,0,1,33,1,"As Expected",51,97,1,86,1,NA,259,67,627,13,74,0,NA,1,80,735,6,82,736,1,6,19,32,24,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,61,60,307,22.2,29.7,16.2,25.3,39.5,13.5,150.7,258.3,89.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.27,1.31,0.01,8.1,66.8,1.4,1,"As Expected",74,40.4,63.3,15.9,74,670,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,39,NA,"As Expected",1,37,6.1,71,16.3,1101,"AL","Montgomery County",2,2,2,2,43567,38512,48622,20.1,17.8,22.4,16182,13654,18710,31.3,26.4,36.2,11756,9685,13827,31.9,26.3,37.5,49640,47820,51460,NA,NA,NA,NA,NA,NA,"01101"
"012633","AL","AUTAUGA","Profit","Yes","FRESENIUS MEDICAL CARE",74,71,71,80,79,86,"Profit","Yes","FRESENIUS MEDICAL CARE",0,18,1,1,1,"09/15/2009","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",26,1,0,1,31,1,"Worse than Expected",50,98,1,NA,201,NA,259,77,648,0,NA,0,NA,1,83,734,0,95,788,1,10,29,27,21,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,65,65,242,28.2,39.1,19.8,23.6,38.8,11.6,202.5,332.5,129,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.18,0.89,0.01,65.5,163.1,30.5,1,"As Expected",95,51.3,71.1,30.2,95,795,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.55,0.01,43,0.28,"As Expected",1,40.9,6.3,74,17.8,1001,"AL","Autauga County",2,2,2,2,7587,6334,8840,13.8,11.5,16.1,2509,1965,3053,19.3,15.1,23.5,1891,1469,2313,19.5,15.1,23.9,59338,53628,65048,NA,NA,NA,NA,NA,NA,"01001"
"012634","AL","BALDWIN","Profit","Yes","FRESENIUS MEDICAL CARE",87,81,88,89,87,89,"Profit","Yes","FRESENIUS MEDICAL CARE",0,16,1,0,0,"09/14/2009","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",14,1,0,1,29,1,"As Expected",49,99,1,NA,257,NA,259,60,488,0,NA,0,NA,1,68,584,1,74,621,1,6,24,30,24,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,55,70,201,19.9,28.5,13.3,16,29,7.5,205.6,335.1,131.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.16,2.57,0.43,29.5,117.2,9.3,1,"As Expected",73,61.4,82.4,38.8,73,621,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,31,NA,"As Expected",1,50.7,9.5,68,24.7,1003,"AL","Baldwin County",4,5,3,2,21069,17390,24748,9.8,8.1,11.5,6442,4723,8161,13.9,10.2,17.6,4534,3223,5845,13.1,9.3,16.9,57588,54437,60739,NA,NA,NA,NA,NA,NA,"01003"
